number,name,age,generation,cycle,birthTurn,deathTurn,deathReason,parents,gene_Osteo_Pathway_Multiplier,gene_Osteo_Length_ECM,gene_Osteo_Width_ECM,gene_Osteo_Morphogenetic_Protein1,gene_Osteo_Morphogenetic_Protein2,gene_Osteo_Morphogenetic_Protein3,gene_Myo_Pathway_Multiplier,gene_Myo_Fast_Twitch_ECM,gene_Myo_Slow_Twitch_ECM,gene_Myo_Morphogenetic_Protein1,gene_Myo_Morphogenetic_Protein2,gene_Myo_Morphogenetic_Protein3,gene_Neuro_Pathway_Multiplier,gene_Neuro_3d_ECM,gene_Neuro_Morphogenetic_Protein_SensoryResolution,gene_Neuro_Morphogenetic_Protein_Hostile,gene_Neuro_Morphogenetic_Protein_Neutral,gene_Neuro_Morphogenetic_Protein_SelfProjectionPotential,gene_Neuro_Morphogenetic_Protein_MoodNegative,gene_Neuro_Morphogenetic_Protein_MoodPositive,gene_Neuro_Morphogenetic_Protein_Fight,gene_Neuro_Morphogenetic_Protein_Flight,weight,limbLength,boneDiameter,limbStructuralStrength,osteocyteGenesisEfficiency,muscleMass,muscleProteinSynthesis,myocyteGenesisEfficiency,muscleSpeed,muscleEndurance,muscleStrength,neuralMass,perceptionRadius,hostility,moodPositive,fightResponse,colonialCognitionCapacity,neurocyteGenesisEfficiency,eyeSize,cranialSize,facialLength,facialWidth,generalPhenotype,agreeability,speedOfLocomotion,fightingEffectiveness,resourceCarryingCapacity,crit,dodge,maxHp
6461,Caitlyn6461,,34,b,7000,Alive,Survived,Lysa6205,0.157503191,0.985451399,0.014548601,0.064179837,0.723340002,0.849021871,0.775882161,0.375737686,0.624262314,1,0.459102913,0.19622366,0.804817163,0.057585784,0.787213393,0.943346149,0.056653851,0.167921584,0.989054402,0.010945598,0.595334752,0.404665248,0.237257909,0.985451399,0.014548601,67.73513363,0.390309618,0.19622366,0.19622366,4.596553155,1.91484394,0.481582762,1.437090214,0.057585784,0.422399588,0.733100138,0.034265691,0.722375987,0.112753684,0.089424129,0.267576636,0.028188421,0.24636285,16.93378341,2,0.266899862,1.56530321,13.16420716,0.874846257,0.043189338,1.057931919,1.692095634
6462,Joanna6462,,34,br,7000,Alive,Survived,Lysa6205,0.157503191,0.985451399,0.014548601,0.064179837,0.723340002,0.849021871,0.775882161,0.375737686,0.624262314,1,0.459102913,0.19622366,0.804817163,0.057585784,0.805807278,0.943346149,0.056653851,0.167921584,0.957931506,0.042068494,0.59792643,0.40207357,0.237257909,0.985451399,0.014548601,67.73513363,0.390309618,0.19622366,0.19622366,4.615147041,1.91484394,0.481582762,1.437090214,0.057585784,0.431696531,0.725319414,0.049827139,0.717836284,0.112753684,0.089424129,0.272225108,0.028188421,0.24636285,16.93378341,2,0.274680586,1.56530321,13.16420716,0.874846257,0.043189338,1.057931919,1.698293596
6463,Sansa6463,,34,b,7000,Alive,Survived,Lysa6205,0.157503191,0.985451399,0.014548601,0.063290531,0.723340002,0.849021871,0.811826619,0.375737686,0.624262314,1,0.459102913,0.19622366,0.804817163,0.057585784,0.748160478,0.943346149,0.056653851,0.16306975,0.989054402,0.010945598,0.59792643,0.40207357,0.237257909,0.985451399,0.014548601,67.73513363,0.390131757,0.19622366,0.19622366,4.56702619,1.91484394,0.481582762,1.437090214,0.057585784,0.402873131,0.733100138,0.034265691,0.723671827,0.110327767,0.089424129,0.256600449,0.027581942,0.24636285,16.93378341,2,0.266899862,1.56530321,13.16420716,0.874846257,0.043189338,1.057931919,1.682194025
6464,Tywin6464,,34,b,7000,Alive,Survived,Lysa6205,0.157503191,0.985451399,0.014548601,0.064179837,0.723340002,0.860356322,0.775882161,0.375737686,0.624262314,1,0.459102913,0.19622366,0.804817163,0.057585784,0.787213393,0.974314955,0.025685045,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.237257909,0.985451399,0.014548601,67.73513363,0.392576509,0.19622366,0.19622366,4.596553155,1.91484394,0.481582762,1.437090214,0.057585784,0.422399588,0.740842339,0.034265691,0.725607377,0.112753684,0.089424129,0.267576636,0.028188421,0.24636285,16.93378341,2,0.259157661,1.56530321,13.16420716,0.874846257,0.043189338,1.057931919,1.692851264
6465,Tommen6465,,34,b,7000,Alive,Survived,Lysa6205,0.157503191,0.197621229,0.802378771,0.064179837,0.723340002,0.849021871,0.775882161,0.375737686,0.624262314,1,0.459102913,0.19622366,0.804817163,0.057585784,0.787213393,0.943346149,0.056653851,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.349805077,0.197621229,0.802378771,0.246294189,0.390309618,0.19622366,0.19622366,4.596553155,1.91484394,0.481582762,1.437090214,0.057585784,0.422399588,0.733100138,0.034265691,0.723671827,0.112753684,0.089424129,0.267576636,0.028188421,0.049405307,0.061573547,2,0.266899862,1.365522252,1.267652802,0.803225333,0.043189338,0.924744614,1.692095634
6466,Tywin6466,,34,b,7000,Alive,Survived,Lysa6205,0.157503191,0.985451399,0.014548601,0.064179837,0.723340002,0.849021871,0.775882161,0.375737686,0.624262314,1,0.596200854,0.19622366,0.804817163,0.057585784,0.787213393,0.943346149,0.056653851,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.237257909,0.985451399,0.014548601,67.73513363,0.390309618,0.19622366,0.19622366,4.623972744,1.91484394,0.481582762,1.437090214,0.057585784,0.422399588,0.733100138,0.034265691,0.723671827,0.112753684,0.089424129,0.267576636,0.028188421,0.24636285,16.93378341,2,0.266899862,1.56530321,13.16420716,0.874846257,0.043189338,1.057931919,1.701235497
6467,Robb6467,10,34,bd,7000,7010,Fight,Myrcella6208,0.157503191,0.985451399,0.014548601,0.064179837,0.723340002,0.849021871,0.775882161,0.368633591,0.631366409,1,0.459102913,0.19622366,0.796411048,0.057585784,0.786843859,0.943346149,0.056653851,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.237257909,0.985451399,0.014548601,67.73513363,0.390309618,0.19622366,0.19622366,4.596183622,1.878639868,0.486318826,1.414532854,0.057585784,0.422214821,0.733100138,0.034265691,0.723671827,0.112753684,0.088490116,0.267484253,0.028188421,0.24636285,16.93378341,2,0.266899862,1.541812592,13.14346783,0.869226888,0.043189338,1.042271508,1.691661119
6468,Sansa6468,,34,b,7000,Alive,Survived,Myrcella6208,0.683839136,0.985451399,0.014548601,0.064179837,0.697305637,0.849021871,0.775882161,0.375737686,0.624262314,1,0.459102913,0.19622366,0.796411048,0.057169277,0.767374481,0.943346149,0.056653851,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.237198408,0.985451399,0.014548601,67.73513363,0.595637123,0.19622366,0.19622366,4.576714244,1.91484394,0.481582762,1.437090214,0.057169277,0.412271879,0.733100138,0.034057438,0.72372389,0.11254543,0.088490116,0.262408655,0.028136358,0.24636285,16.93378341,2,0.266899862,1.565299298,13.16420015,0.874846257,0.042876958,1.057825185,1.753613828
6469,Lysa6469,74,34,bd,7000,7074,Fight,Myrcella6208,0.157503191,0.985451399,0.014548601,0.064179837,0.723340002,0.849021871,0.775882161,0.375737686,0.624262314,1,0.459102913,0.112256457,0.796411048,0.057585784,0.787213393,0.943346149,0.056653851,0.167921584,0.987631833,0.012368167,0.59792643,0.40207357,0.201271965,0.985451399,0.014548601,67.73513363,0.390309618,0.112256457,0.112256457,4.579759715,3.34713652,0.453593695,2.382622245,0.057585784,0.422399588,0.732744496,0.034976975,0.723405095,0.112753684,0.088490116,0.267576636,0.028188421,0.24636285,16.93378341,2,0.267255504,2.502742881,13.99920573,1.203409323,0.043189338,1.6828917,1.686186483
6470,Tywin6470,,34,b,7000,Alive,Survived,Myrcella6208,0.157503191,0.985451399,0.014548601,0.064179837,0.723340002,0.849021871,0.775882161,0.375737686,0.624262314,0.950863426,0.475709103,0.19622366,0.796411048,0.057585784,0.787213393,0.943346149,0.056653851,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.237257909,0.985451399,0.014548601,67.73513363,0.390309618,0.19622366,0.19622366,4.590047079,1.91484394,0.481582762,1.437090214,0.057585784,0.422399588,0.733100138,0.034265691,0.723671827,0.112753684,0.088490116,0.267576636,0.028188421,0.24636285,16.93378341,2,0.266899862,1.56530321,13.16420716,0.874846257,0.043189338,1.057931919,1.689615604
6471,Tywin6471,,34,b,7000,Alive,Survived,Myrcella6208,0.157503191,0.985451399,0.014548601,0.064179837,0.723340002,0.849021871,0.775882161,0.375737686,0.624262314,1,0.459102913,0.19622366,0.796411048,0.057585784,0.787213393,0.943346149,0.056653851,0.167921584,0.895350284,0.104649716,0.59792643,0.40207357,0.237257909,0.985451399,0.014548601,67.73513363,0.390309618,0.19622366,0.19622366,4.596553155,1.91484394,0.481582762,1.437090214,0.057585784,0.422399588,0.709674108,0.08111775,0.706102305,0.112753684,0.088490116,0.267576636,0.028188421,0.24636285,16.93378341,2,0.290325892,1.56530321,13.16420716,0.874846257,0.043189338,1.057931919,1.691784297
6472,Melisandra6472,39,34,bd,7000,7039,Fight,Myrcella6208,0.157503191,0.985451399,0.014548601,0.064179837,0.723340002,0.849021871,0.775882161,0.375737686,0.624262314,1,0.459102913,0.19622366,0.796411048,0.057585784,0.787213393,0.943346149,0.056653851,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.237257909,0.985451399,0.014548601,67.73513363,0.390309618,0.19622366,0.19622366,4.596553155,1.91484394,0.481582762,1.437090214,0.057585784,0.422399588,0.733100138,0.034265691,0.723671827,0.112753684,0.088490116,0.267576636,0.028188421,0.24636285,16.93378341,2,0.266899862,1.56530321,13.16420716,0.874846257,0.043189338,1.057931919,1.691784297
6473,Lysa6473,,34,br,7000,Alive,Survived,Myrcella6208,0.157503191,0.985451399,0.014548601,0.064179837,0.723340002,0.849982469,0.76720319,0.375737686,0.624262314,1,0.459102913,0.19622366,0.796411048,0.057585784,0.787213393,0.943346149,0.056653851,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.237257909,0.985451399,0.014548601,67.73513363,0.390501738,0.19622366,0.19622366,4.593081567,1.91484394,0.481582762,1.437090214,0.057585784,0.422399588,0.733100138,0.034265691,0.723671827,0.112753684,0.088490116,0.267576636,0.028188421,0.24636285,16.93378341,2,0.266899862,1.56530321,13.16420716,0.874846257,0.043189338,1.057931919,1.69069114
6474,Cersei6474,,34,b,7000,Alive,Survived,Brandon6249,0.883174586,0.995842468,0.004157532,0.064179837,0.704546375,0.849021871,0.74530428,0.375737686,0.624262314,1,0.437019351,0.201459969,0.821490221,0.057585784,0.762607586,0.943346149,0.056653851,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.238017603,0.995842468,0.004157532,239.5273159,0.676819451,0.201459969,0.201459969,4.556346746,1.865073688,0.483328199,1.404491858,0.057585784,0.410096685,0.733100138,0.034265691,0.723671827,0.112753684,0.091276691,0.261425185,0.028188421,0.248960617,59.88182896,2,0.266899862,1.535479579,43.45149271,0.864889008,0.043189338,1.038049499,1.774814296
6475,Arya6475,29,34,bd,7000,7029,Fight,Brandon6249,0.157503191,0.995842468,0.004157532,0.064179837,0.707350152,0.849021871,0.74530428,0.375737686,0.624262314,1,0.459102913,0.201459969,0.821490221,0.057585784,0.762607586,0.922660144,0.077339856,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.238017603,0.995842468,0.004157532,239.5273159,0.387111648,0.201459969,0.201459969,4.560763458,1.865073688,0.483328199,1.404491858,0.057585784,0.410096685,0.727928636,0.034265691,0.722378951,0.112753684,0.091276691,0.261425185,0.028188421,0.248960617,59.88182896,2,0.272071364,1.535479579,43.45149271,0.864889008,0.043189338,1.038049499,1.679717266
6476,Hoster6476,,34,b,7000,Alive,Survived,Brandon6249,0.157503191,0.995842468,0.004157532,0.064179837,0.723340002,0.849021871,0.74530428,0.375737686,0.624262314,1,0.459102913,0.201459969,0.821490221,0.057585784,0.762607586,0.943346149,0.056653851,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.238017603,0.995842468,0.004157532,239.5273159,0.390309618,0.201459969,0.201459969,4.560763458,1.865073688,0.483328199,1.404491858,0.057585784,0.410096685,0.733100138,0.034265691,0.723671827,0.112753684,0.091276691,0.261425185,0.028188421,0.248960617,59.88182896,2,0.266899862,1.535479579,43.45149271,0.864889008,0.043189338,1.038049499,1.680783256
6477,Bran6477,,34,b,7000,Alive,Survived,Brandon6249,0.157503191,0.995842468,0.004157532,0.064179837,0.723340002,0.849021871,0.74530428,0.375737686,0.624262314,1,0.459102913,0.201459969,0.837108207,0.057585784,0.762607586,0.943346149,0.056653851,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.238017603,0.995842468,0.004157532,239.5273159,0.390309618,0.201459969,0.201459969,4.560763458,1.865073688,0.483328199,1.404491858,0.057585784,0.410096685,0.733100138,0.034265691,0.723671827,0.112753684,0.093012023,0.261425185,0.028188421,0.248960617,59.88182896,2,0.266899862,1.535479579,43.45149271,0.864889008,0.043189338,1.038049499,1.6813617
6478,Robert6478,,34,b,7000,Alive,Survived,Brandon6249,0.157503191,0.995842468,0.004157532,0.065849749,0.723340002,0.849021871,0.74530428,0.375737686,0.624262314,1,0.459102913,0.201459969,0.783620109,0.058481436,0.762607586,0.943346149,0.056653851,0.167921584,0.989435462,0.010564538,0.59792643,0.40207357,0.238145553,0.995842468,0.004157532,239.5273159,0.390643601,0.201459969,0.201459969,4.560763458,1.865073688,0.483328199,1.404491858,0.058481436,0.410544511,0.733195403,0.034522987,0.723631319,0.11320151,0.087068901,0.26187301,0.028300377,0.248960617,59.88182896,2,0.266804597,1.535487991,43.45150776,0.864889008,0.043861077,1.03827902,1.679491987
6479,Eddard6479,,34,b,7000,Alive,Survived,Brandon6249,0.157503191,0.951682051,0.048317949,0.064179837,0.723340002,0.849021871,0.728800874,0.375737686,0.624262314,1,0.459102913,0.201459969,0.821490221,0.057585784,0.762607586,0.943346149,0.056653851,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.244326234,0.951682051,0.048317949,19.69624254,0.390309618,0.201459969,0.201459969,4.554162096,1.865073688,0.483328199,1.404491858,0.057585784,0.410096685,0.733100138,0.034265691,0.723671827,0.112753684,0.091276691,0.261425185,0.028188421,0.237920513,4.924060635,2,0.266899862,1.524281214,4.65851608,0.860874425,0.043189338,1.030583922,1.678582802
6480,Brandon6480,,34,br,7000,Alive,Survived,Brandon6249,0.157503191,0.995842468,0.004157532,0.064179837,0.723340002,0.849021871,0.74530428,0.368496364,0.631503636,1,0.459102913,0.201459969,0.821490221,0.057585784,0.762607586,0.943346149,0.056653851,0.167921584,0.989054402,0.010945598,0.59792643,0.40207357,0.238017603,0.995842468,0.004157532,239.5273159,0.390309618,0.201459969,0.201459969,4.560763458,1.829129461,0.488155747,1.382138223,0.057585784,0.410096685,0.733100138,0.034265691,0.723671827,0.112753684,0.091276691,0.261425185,0.028188421,0.248960617,59.88182896,2,0.266899862,1.512165809,43.43091699,0.859393622,0.043189338,1.022506985,1.680783256
6481,Myrcella6481,,34,g,7000,Alive,Survived,Simulator,0.876964583,0.425419896,0.574580104,0.925451813,0.075038656,0.057214752,0.514423932,0.819433556,0.180566444,0.911551009,0.476563642,0.962998966,0.174546216,0.232019407,0.311474344,0.442746351,0.557253649,0.366366929,0.507130118,0.492869882,0.295605915,0.704394085,0.670799487,0.425419896,0.574580104,0.740401371,0.562326877,0.962998966,0.962998966,4.353833569,0.850918418,0.441377285,0.714404707,0.232019407,0.271746875,0.487469117,0.362444644,0.429059076,0.299193168,0.019394024,0.285470021,0.074798292,0.106354974,0.185100343,2,0.512530883,0.74442135,0.762043637,0.539209312,0.174014555,0.554285752,1.645184823
6482,Jon6482,,34,g,7000,Alive,Survived,Simulator,0.594583718,0.633262038,0.366737962,0.236051289,0.855636391,0.952912499,0.921151133,0.520264945,0.479735055,0.431954274,0.040594635,0.852166439,0.629441702,0.135629637,0.643501465,0.678025878,0.321974122,0.027331749,0.384704681,0.615295319,0.072990751,0.927009249,0.579838131,0.633262038,0.366737962,1.726742534,0.646753523,0.852166439,0.852166439,4.304236736,0.610520342,0.603878849,0.608306511,0.135629637,0.389565551,0.51568264,0.375462478,0.321550416,0.081480693,0.069937967,0.235523122,0.020370173,0.158315509,0.431685634,1,0.48431736,0.645734956,0.803109705,0.608160107,0.101722228,0.46439738,1.673642742
6483,Robert6483,64,34,gd,7000,7064,Starvation,Simulator,0.471607033,0.860533755,0.139466245,0.630118653,0.65001257,0.602533789,0.267315691,0.661301551,0.338698449,0.319768314,0.977182053,0.413914115,0.354827811,0.632904297,0.992685091,0.006373605,0.993626395,0.400023509,0.455468297,0.544531703,0.02497798,0.97502202,0.430587555,0.860533755,0.139466245,6.170193785,0.565175816,0.413914115,0.413914115,4.841807772,1.597678184,0.363770338,1.186375568,0.632904297,0.812794694,0.365460476,0.588718,0.206674609,0.516463903,0.039425312,0.664629298,0.129115976,0.215133439,1.542548446,3,0.634539524,1.328900416,2.122122293,0.708059823,0.474678223,1.044159685,1.815469633
6484,Rickon6484,,34,g,7000,Alive,Survived,Simulator,0.727056063,0.547386839,0.452613161,0.042882679,0.560935304,0.42036292,0.199997071,0.011299767,0.988700233,0.602068726,0.032210233,0.407977671,0.34670707,0.022356515,0.253828212,0.302116189,0.697883811,0.184545633,0.628016091,0.371983909,0.79278175,0.20721825,0.385557527,0.547386839,0.452613161,1.209392228,0.495658606,0.407977671,0.407977671,3.726824,0.027697023,0.795126046,0.283506697,0.022356515,0.138092363,0.48253307,0.197170212,0.717731589,0.103451074,0.038523008,0.120771719,0.025862769,0.13684671,0.302348057,1,0.51746693,0.239781391,0.368618474,0.5865609,0.016767386,0.165443389,1.420335204
6485,Rickard6485,229,34,gd,7000,7229,Fight,Simulator,0.190196344,0.114436759,0.885563241,0.900622654,0.33026517,0.349934736,0.298838115,0.442997041,0.557002959,0.723972031,0.022342927,0.774276954,0.805101087,0.12223058,0.283548361,0.333924836,0.666075164,0.712596244,0.150851551,0.849148449,0.064199716,0.935800284,0.618660669,0.114436759,0.885563241,0.12922483,0.39224305,0.774276954,0.774276954,4.419798234,0.572142874,0.629427624,0.59123779,0.12223058,0.202889471,0.371194097,0.485689514,0.253476004,0.417413412,0.089455676,0.310151441,0.104353353,0.02860919,0.032306208,2,0.628805903,0.488297638,0.50619293,0.56872306,0.091672935,0.356089403,1.63383232
6486,Eddard6486,417,34,gd,7000,7417,Fight,Simulator,0.238053433,0.757234465,0.242765535,0.525660275,0.441468679,0.939789156,0.042093963,0.861770083,0.138229917,0.159811107,0.759859239,0.291572684,0.377916032,0.174013088,0.962622183,0.446075842,0.553924158,0.530937104,0.824548647,0.175451353,0.236887437,0.763112563,0.327356668,0.757234465,0.242765535,3.119200864,0.476604995,0.291572684,0.291572684,4.752645479,2.95559265,0.189344173,2.033509824,0.174013088,0.568317635,0.567656122,0.174732221,0.466674694,0.352475096,0.04199067,0.460396366,0.088118774,0.189308616,0.779800216,2,0.432343878,2.17622747,2.349819457,0.911576255,0.130509816,1.494321585,1.757080381
6487,Sansa6487,26,34,gd,7000,7026,Fight,Simulator,0.029656403,0.363416986,0.636583014,0.467585263,0.228279335,0.145477964,0.328261286,0.59947133,0.40052867,0.423242905,0.226277257,0.098659917,0.658820077,0.031683579,0.847678694,0.698352011,0.301647989,0.032179928,0.408853996,0.591146004,0.603590085,0.396409915,0.280606621,0.363416986,0.636583014,0.57088703,0.180131074,0.098659917,0.098659917,4.160799152,6.076138606,0.299905752,4.150727655,0.031683579,0.439681136,0.526801502,0.311414792,0.60564172,0.031931753,0.073202231,0.235806445,0.007982938,0.090854247,0.142721757,1,0.473198498,4.128428239,3.743239523,1.705978374,0.023762684,2.760206388,1.471377485
6488,Jaime6488,56,34,gd,7000,7056,Fight,Simulator,0.064143577,0.366397534,0.633602466,0.249971049,0.358399059,0.458694359,0.374096933,0.229764254,0.770235746,0.01138661,0.530501851,0.316667898,0.228116091,0.276683664,0.456607379,0.19902715,0.80097285,0.821842615,0.782362697,0.217637303,0.240084115,0.759915885,0.408612832,0.366397534,0.633602466,0.578276686,0.239070324,0.316667898,0.316667898,4.599800039,0.725568506,0.619046464,0.690061158,0.276683664,0.366645521,0.495347462,0.247160484,0.432088802,0.54926314,0.025346232,0.457954331,0.137315785,0.091599384,0.144569171,2,0.504652538,0.640933409,0.649754924,0.621901905,0.207512748,0.496459856,1.621405532
6489,Robert6489,12,34,gd,7000,7012,Fight,Simulator,0.099207275,0.246401507,0.753598493,0.995504449,0.884074743,0.101698802,0.720727528,0.289754801,0.710245199,0.355904999,0.464459284,0.8169794,0.362449297,0.122067959,0.817011107,0.296441173,0.703558827,0.829936449,0.371510558,0.628489442,0.642979053,0.357020947,0.618086379,0.246401507,0.753598493,0.32696656,0.435938509,0.8169794,0.8169794,5.262707304,0.354665982,0.745823266,0.485051743,0.122067959,0.469539533,0.416987933,0.3752787,0.581916835,0.476002204,0.040272144,0.472770868,0.119000551,0.061600377,0.08174164,2,0.583012067,0.387637835,0.426786988,0.60559528,0.091550969,0.288942213,1.912972652
6490,Tommen6490,27,34,gd,7000,7027,Wounds,Simulator,0.991016544,0.613932686,0.386067314,0.633881311,0.458003769,0.667582511,0.991115619,0.710438098,0.289561902,0.262057342,0.096686731,0.483453998,0.158944727,0.615818571,0.879389339,0.620451578,0.379548422,0.657924381,0.436736768,0.563263232,0.763044242,0.236955758,0.493178268,0.613932686,0.386067314,1.590221869,0.748300136,0.483453998,0.483453998,5.102199582,1.469505065,0.3541926,1.097734244,0.615818571,0.747603955,0.514297087,0.589540901,0.612711167,0.636871476,0.017660525,0.692237715,0.159217869,0.153483171,0.397555467,3,0.485702913,1.183269526,1.244732823,0.648184115,0.461863928,0.942800993,1.956053414
6491,Rickon6491,57,34,gd,7000,7057,Starvation,Simulator,0.065527587,0.785214345,0.214785655,0.844486712,0.343361182,0.438446222,0.38504714,0.585175148,0.414824852,0.580519403,0.784046995,0.621019754,0.324561046,0.9894599,0.249645998,0.967767176,0.032232824,0.845588661,0.011192761,0.988807239,0.575396186,0.424603814,0.581043545,0.785214345,0.214785655,3.655804416,0.351469858,0.621019754,0.621019754,4.646370744,0.942281054,0.483556486,0.789372865,0.9894599,0.619552949,0.494739984,0.98913357,0.414099696,0.91752428,0.036062338,0.768538615,0.22938107,0.196303586,0.913951104,4,0.505260016,0.895976094,1.324671991,0.622185884,0.742094925,0.844682371,1.677967647
